pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
4db7,6.56,refined,Kd,=
2e7f,6.10,refined,Kd,=
5caq,8.57,refined,Ki,=
2xda,6.22,refined,Ki,=
3uxk,4.93,refined,Ki,=
1i9p,8.41,refined,Kd,=
4qdk,5.85,refined,Kd,=
4ibc,2.98,refined,Kd,=
5efc,4.85,refined,Kd,=
1nq7,6.80,refined,Ki,=
1q65,5.46,refined,Ki,=
4w9h,6.73,refined,Kd,=
1z9g,5.64,refined,Ki,=
1o2q,7.68,refined,Ki,=
2qdt,5.19,refined,Ki,=
5cbr,5.74,refined,Kd,=
4w97,7.10,refined,Kd,=
4gue,5.24,refined,Kd,=
2wl0,7.80,refined,Ki,=
2py4,6.70,refined,Kd,=
3u8j,8.51,refined,Ki,=
2c1p,5.40,refined,Kd,=
3qxt,5.22,refined,Kd,=
3k8c,2.92,refined,Ki,=
2v8w,6.82,refined,Kd,=
4z83,7.40,refined,Ki,=
2hs1,8.48,refined,Ki,=
1sr7,10.10,refined,Kd,=
1c1r,7.63,refined,Ki,=
3f6g,4.72,refined,Ki,=
4q90,2.15,refined,Ki,=
1n4h,6.55,refined,Ki,=
1y6q,11.70,refined,Ki,=
1dzk,6.10,refined,Kd,=
1c86,4.70,refined,Ki,=
4rsk,4.32,refined,Kd,=
4ual,8.40,refined,Ki,=
3l4v,6.72,refined,Ki,=
3q71,5.22,refined,Kd,=
3lxe,6.60,refined,Ki,=
2j47,5.41,refined,Ki,=
4xit,7.27,refined,Ki,=
2w4x,4.85,refined,Kd,=
1g48,8.41,refined,Kd,=
4cwq,7.06,refined,Ki,=
4x8v,6.89,refined,Ki,=
1fq5,8.40,refined,Ki,=
3gc5,7.26,refined,Ki,=
4x5r,7.85,refined,Kd,=
2zdk,6.37,refined,Kd,=
2bqv,8.05,refined,Ki,=
3l4z,6.72,refined,Ki,=
1fo0,5.59,refined,Kd,=
4g0y,2.30,refined,Kd,=
4yzu,5.05,refined,Ki,=
3djx,2.81,refined,Ki,=
3sv2,4.19,refined,Ki,=
1o5c,5.22,refined,Ki,=
4buq,8.14,refined,Kd,=
4g0z,2.21,refined,Kd,=
2zq2,6.56,refined,Kd,=
1ew8,2.26,refined,Ki,=
4bny,7.10,refined,Ki,=
3rdo,9.85,refined,Kd,=
2xpk,11.30,refined,Ki,=
4fzj,3.15,refined,Kd,=
2gv7,7.85,refined,Ki,=
1o86,9.57,refined,Ki,=
4kxn,6.10,refined,Kd,=
3b25,6.07,refined,Kd,=
3o8p,6.46,refined,Kd,=
1tpw,3.30,refined,Ki,=
1wht,3.70,refined,Ki,=
1fl3,6.80,refined,Kd,=
2zx7,10.49,refined,Ki,=
1bxq,7.38,refined,Ki,=
2pnc,3.33,refined,Ki,=
1l8g,6.22,refined,Ki,=
4qf8,7.51,refined,Kd,=
3a6t,7.28,refined,Kd,=
1k4h,5.11,refined,Ki,=
1jn4,4.95,refined,Ki,=
1bzj,4.66,refined,Ki,=
1nfx,8.52,refined,Ki,=
1z1h,8.40,refined,Ki,=
4r4o,5.82,refined,Kd,=
4xtv,9.27,refined,Kd,=
2xjj,6.51,refined,Kd,=
2wvt,6.12,refined,Kd,=
3qgy,7.80,refined,Ki,=
1hvr,9.51,refined,Ki,=
3e12,5.99,refined,Kd,=
1f4x,5.59,refined,Kd,=
4nbk,3.87,refined,Kd,=
3g19,6.67,refined,Kd,=
2oiq,5.00,refined,Kd,=
4mo8,8.00,refined,Ki,=
2p09,6.35,refined,Kd,=
3suw,4.70,refined,Ki,=
3ljz,8.14,refined,Ki,=
3vx3,7.82,refined,Kd,=
4hf4,8.62,refined,Ki,=
4mo4,4.22,refined,Kd,=
1qkt,9.04,refined,Kd,=
1o3p,6.66,refined,Ki,=
4d3h,6.43,refined,Kd,=
1o5e,5.74,refined,Ki,=
2cen,8.30,refined,Ki,=
4o07,7.38,refined,Ki,=
2haw,4.92,refined,Kd,=
3tcg,5.87,refined,Kd,=
4ahu,2.27,refined,Kd,=
2flr,6.10,refined,Ki,=
2vsl,8.40,refined,Ki,=
3v2p,6.36,refined,Kd,=
3sbi,7.92,refined,Kd,=
4r5b,6.73,refined,Ki,=
4rd6,6.28,refined,Kd,=
3g30,2.51,refined,Ki,=
1c87,4.20,refined,Ki,=
3s77,7.21,refined,Kd,=
4ynb,10.37,refined,Ki,=
1n0s,7.45,refined,Kd,=
2i19,7.80,refined,Ki,=
3rz7,8.96,refined,Kd,=
4zow,4.12,refined,Kd,=
2b1i,6.82,refined,Ki,=
2v2v,4.07,refined,Ki,=
2brm,5.89,refined,Ki,=
4ddk,2.29,refined,Kd,=
2qv7,3.66,refined,Kd,=
1q8w,5.24,refined,Kd,=
1bp0,5.40,refined,Kd,=
3s8x,7.30,refined,Kd,=
2e27,9.35,refined,Kd,=
3uw5,7.85,refined,Ki,=
4axd,4.43,refined,Kd,=
4pcs,7.85,refined,Ki,=
3d1y,8.22,refined,Ki,=
4ql1,7.03,refined,Kd,=
1b5h,6.01,refined,Kd,=
1w0z,7.68,refined,Ki,=
3a9i,4.15,refined,Ki,=
4n7u,6.29,refined,Kd,=
4ca5,9.39,refined,Ki,=
4hpi,4.85,refined,Kd,=
7upj,8.49,refined,Ki,=
1w5x,8.40,refined,Ki,=
1jak,5.57,refined,Ki,=
2xyt,6.29,refined,Ki,=
4zj6,8.52,refined,Kd,=
1hvi,10.92,refined,Ki,=
1lkk,6.85,refined,Kd,=
4wa9,8.42,refined,Ki,=
3zps,8.30,refined,Ki,=
2r58,2.00,refined,Kd,=
1jlr,3.33,refined,Kd,=
1ghw,4.20,refined,Ki,=
1fao,7.37,refined,Kd,=
2dw7,4.70,refined,Ki,=
4m8e,7.89,refined,Kd,=
3ubd,5.54,refined,Kd,=
2jfh,3.06,refined,Ki,=
3k99,7.22,refined,Ki,=
3ldp,5.62,refined,Kd,=
4afg,8.30,refined,Ki,=
1xow,9.28,refined,Kd,=
4qij,5.54,refined,Kd,=
4ijh,4.33,refined,Kd,=
4cwn,5.59,refined,Ki,=
4n9a,4.19,refined,Ki,=
1j37,8.96,refined,Ki,=
3hp9,4.59,refined,Ki,=
4crl,9.71,refined,Kd,=
3ui7,9.00,refined,Ki,=
2oax,8.65,refined,Ki,=
1g36,7.17,refined,Ki,=
1m2p,6.11,refined,Ki,=
3rwp,9.22,refined,Ki,=
3jrx,9.00,refined,Kd,=
1tys,5.49,refined,Kd,=
1ucn,5.22,refined,Kd,=
1sdt,9.27,refined,Ki,=
3kdd,8.46,refined,Kd,=
1g85,5.48,refined,Kd,=
4bak,8.91,refined,Ki,=
1drk,6.82,refined,Kd,=
4r4t,6.26,refined,Kd,=
2j2u,7.33,refined,Ki,=
4dfg,11.74,refined,Ki,=
2v59,7.74,refined,Kd,=
1avn,3.90,refined,Kd,=
3bwj,6.50,refined,Kd,=
4yc0,4.13,refined,Ki,=
3r16,7.30,refined,Ki,=
4lxz,6.74,refined,Kd,=
3th9,7.70,refined,Ki,=
1ndw,5.23,refined,Ki,=
2r2m,7.33,refined,Ki,=
4i9h,7.17,refined,Kd,=
4w9l,5.02,refined,Kd,=
1fd0,8.40,refined,Kd,=
2g5u,8.49,refined,Kd,=
1ttm,7.35,refined,Kd,=
3n35,3.37,refined,Kd,=
1d4y,11.10,refined,Ki,=
1lgt,6.10,refined,Kd,=
3pb7,5.74,refined,Ki,=
5c8n,7.55,refined,Ki,=
1bai,7.70,refined,Ki,=
3v78,5.54,refined,Kd,=
1pzo,3.32,refined,Ki,=
1zpa,8.40,refined,Ki,=
4kz6,3.10,refined,Ki,=
2wec,3.96,refined,Ki,=
4cd0,9.70,refined,Ki,=
1b38,6.60,refined,Kd,=
2bpy,7.40,refined,Ki,=
1oba,2.44,refined,Kd,=
1qf1,7.32,refined,Ki,=
4mmm,3.82,refined,Kd,=
4j22,7.74,refined,Kd,=
4ibf,4.43,refined,Kd,=
4rd3,6.47,refined,Kd,=
2qrm,4.03,refined,Ki,=
3nu6,9.30,refined,Ki,=
4k3n,7.96,refined,Ki,=
3mam,4.12,refined,Kd,=
5upj,7.12,refined,Ki,=
3g32,3.71,refined,Ki,=
4f6w,7.52,refined,Kd,=
4bkt,3.62,refined,Kd,=
5e8f,8.64,refined,Kd,=
456c,9.77,refined,Ki,=
1gno,7.70,refined,Ki,=
4wn5,7.41,refined,Kd,=
4o09,7.70,refined,Ki,=
4cpw,7.50,refined,Ki,=
4y2q,2.92,refined,Kd,=
3bra,2.70,refined,Kd,=
1y6r,10.11,refined,Ki,=
2il2,7.10,refined,Kd,=
2rke,4.08,refined,Ki,=
1gyx,2.48,refined,Ki,=
2vba,4.60,refined,Kd,=
1nt1,8.89,refined,Ki,=
4nze,6.80,refined,Ki,=
2r2b,4.20,refined,Kd,=
3a5y,7.96,refined,Kd,=
3i73,5.49,refined,Kd,=
2xeg,10.70,refined,Ki,=
3umo,3.89,refined,Ki,=
4pum,6.73,refined,Kd,=
2b4l,4.77,refined,Kd,=
4ezr,5.20,refined,Kd,=
1pb9,3.62,refined,Ki,=
3ffg,9.08,refined,Ki,=
3sw8,4.50,refined,Ki,=
1epo,7.96,refined,Ki,=
2j4g,6.60,refined,Ki,=
4eb8,9.82,refined,Ki,=
3umq,4.62,refined,Kd,=
4ymh,6.46,refined,Kd,=
4x24,9.78,refined,Ki,=
4aje,3.68,refined,Kd,=
2ydw,7.34,refined,Kd,=
2qfo,4.70,refined,Kd,=
2h4k,5.49,refined,Ki,=
1uvt,7.64,refined,Ki,=
1eoc,6.05,refined,Ki,=
3jya,6.89,refined,Ki,=
1vyf,8.05,refined,Kd,=
1f74,3.05,refined,Ki,=
3i4y,7.05,refined,Ki,=
4q6e,6.18,refined,Kd,=
2vnt,8.00,refined,Ki,=
1ghz,4.80,refined,Ki,=
2yz3,6.66,refined,Ki,=
3eft,7.92,refined,Ki,=
1moq,3.46,refined,Ki,=
1a69,5.30,refined,Ki,=
4or4,4.57,refined,Kd,=
4en4,5.52,refined,Ki,=
3gsm,6.48,refined,Ki,=
2w26,9.40,refined,Ki,=
3zhx,6.68,refined,Kd,=
2vzr,4.28,refined,Kd,=
2q38,5.23,refined,Ki,=
1hmt,5.79,refined,Kd,=
2erz,5.66,refined,Ki,=
4qiy,7.30,refined,Kd,=
1n3z,4.20,refined,Ki,=
3fhb,5.70,refined,Kd,=
4lzr,4.70,refined,Kd,=
4f2w,11.30,refined,Ki,=
4io6,4.82,refined,Kd,=
1gvx,7.22,refined,Ki,=
2g71,7.46,refined,Ki,=
3ime,3.00,refined,Kd,=
3f1a,7.21,refined,Kd,=
1v1j,4.82,refined,Ki,=
1lpz,7.60,refined,Ki,=
3n3g,7.24,refined,Ki,=
2vpo,5.42,refined,Kd,=
3ifl,8.08,refined,Kd,=
4mc1,7.85,refined,Ki,=
4pge,7.77,refined,Kd,=
4jal,4.60,refined,Kd,=
3b66,8.60,refined,Ki,=
4x48,6.77,refined,Ki,=
2uxi,7.30,refined,Kd,=
4eo8,8.15,refined,Kd,=
2w9h,6.37,refined,Kd,=
3vf5,9.34,refined,Ki,=
4jh0,9.03,refined,Ki,=
1ndy,6.17,refined,Ki,=
3gba,9.07,refined,Ki,=
2j94,6.27,refined,Ki,=
3dyo,2.30,refined,Ki,=
4dv8,9.24,refined,Ki,=
1rnt,5.19,refined,Kd,=
3l3m,8.22,refined,Ki,=
3bbf,5.28,refined,Kd,=
1m2q,6.10,refined,Ki,=
1a9q,6.17,refined,Kd,=
4oag,6.30,refined,Kd,=
4e7r,7.70,refined,Ki,=
1mh5,9.21,refined,Kd,=
1dud,4.82,refined,Ki,=
3v5p,8.96,refined,Ki,=
1b46,5.28,refined,Kd,=
966c,7.64,refined,Ki,=
4zx0,8.00,refined,Ki,=
3wzn,7.00,refined,Kd,=
4og3,6.55,refined,Kd,=
3f19,7.19,refined,Kd,=
4j21,7.41,refined,Kd,=
4nbn,4.36,refined,Kd,=
4o04,6.16,refined,Ki,=
2a5s,6.70,refined,Ki,=
4xu3,9.50,refined,Kd,=
1zvx,9.22,refined,Ki,=
1bn4,9.31,refined,Kd,=
1v2r,3.55,refined,Ki,=
3v2n,6.10,refined,Kd,=
3d1x,8.66,refined,Ki,=
5cc2,4.10,refined,Kd,=
2ylc,7.89,refined,Kd,=
3gkz,8.00,refined,Kd,=
4cpr,7.46,refined,Ki,=
1nvs,7.82,refined,Ki,=
2d0k,5.02,refined,Kd,=
4bzs,7.12,refined,Ki,=
3ama,6.53,refined,Ki,=
1b32,7.10,refined,Kd,=
3t3c,10.23,refined,Ki,=
1pot,5.49,refined,Kd,=
1qxk,5.05,refined,Ki,=
1sw2,7.22,refined,Kd,=
3b3x,3.60,refined,Ki,=
4lzs,4.80,refined,Kd,=
2b07,6.43,refined,Ki,=
3h8b,6.29,refined,Ki,=
3t8v,6.59,refined,Ki,=
2r3t,5.85,refined,Ki,=
1pme,9.40,refined,Ki,=
2vvs,7.34,refined,Ki,=
3g1d,3.48,refined,Ki,=
4bps,2.99,refined,Ki,=
4psb,4.64,refined,Kd,=
3uuo,7.96,refined,Ki,=
1v2l,4.29,refined,Ki,=
2h5a,5.10,refined,Kd,=
3pn1,6.96,refined,Ki,=
3s73,8.70,refined,Kd,=
4p6w,9.15,refined,Ki,=
1jys,3.52,refined,Ki,=
1ony,6.77,refined,Ki,=
3u15,7.11,refined,Kd,=
3ehx,7.60,refined,Ki,=
2jf4,8.15,refined,Kd,=
1ajn,2.63,refined,Ki,=
3axz,3.43,refined,Kd,=
4k77,6.63,refined,Ki,=
2yk1,8.13,refined,Kd,=
1mai,6.68,refined,Kd,=
3cd7,7.84,refined,Kd,=
2zym,6.14,refined,Kd,=
2jke,4.23,refined,Ki,=
4mme,6.50,refined,Kd,=
3miy,7.68,refined,Kd,=
4z2b,7.76,refined,Ki,=
3s5y,7.41,refined,Ki,=
2zfs,6.54,refined,Kd,=
1ogx,6.09,refined,Kd,=
1swr,6.92,refined,Kd,=
3cz1,7.26,refined,Kd,=
1ec3,9.04,refined,Ki,=
3aau,5.05,refined,Ki,=
2i4v,11.20,refined,Ki,=
2uwp,6.81,refined,Ki,=
1adl,5.36,refined,Kd,=
3arv,5.64,refined,Kd,=
2ptz,7.82,refined,Ki,=
1t7j,8.70,refined,Kd,=
3myq,7.52,refined,Kd,=
4w9k,6.54,refined,Kd,=
4g90,4.51,refined,Ki,=
1qaw,5.12,refined,Kd,=
4idn,5.24,refined,Kd,=
4n07,6.46,refined,Kd,=
1fzm,7.70,refined,Kd,=
1sh9,6.03,refined,Ki,=
4cwo,5.21,refined,Ki,=
4q7w,2.64,refined,Ki,=
1bjv,5.54,refined,Ki,=
1tq4,6.19,refined,Kd,=
3s78,6.47,refined,Kd,=
1o2o,6.36,refined,Ki,=
2zy1,7.40,refined,Ki,=
2cej,8.62,refined,Ki,=
3u6h,9.00,refined,Ki,=
1xh4,7.47,refined,Kd,=
2qbw,7.25,refined,Kd,=
1c5t,4.10,refined,Ki,=
1lgw,4.00,refined,Kd,=
4n8q,3.42,refined,Ki,=
4cp5,3.34,refined,Kd,=
1xk9,6.85,refined,Ki,=
1ydb,8.24,refined,Kd,=
3sbh,7.28,refined,Kd,=
1xhy,6.18,refined,Ki,=
3uu1,5.20,refined,Ki,=
3ebi,7.10,refined,Ki,=
1aj7,3.87,refined,Kd,=
3c8e,4.15,refined,Kd,=
4ufi,6.20,refined,Ki,=
1h2t,7.89,refined,Kd,=
2bmk,5.62,refined,Kd,=
3k02,5.00,refined,Kd,=
2g8r,3.99,refined,Ki,=
4ogj,6.79,refined,Kd,=
2fzc,2.70,refined,Ki,=
1v2t,4.71,refined,Ki,=
3s0b,6.49,refined,Kd,=
3rlq,7.40,refined,Ki,=
4ih5,4.11,refined,Kd,=
1g3d,5.55,refined,Ki,=
4tte,3.69,refined,Kd,=
1y3v,5.64,refined,Ki,=
4e3g,4.97,refined,Ki,=
1qkb,7.35,refined,Kd,=
2qrp,6.20,refined,Ki,=
2uwd,8.35,refined,Kd,=
2r3w,6.89,refined,Ki,=
2p7z,6.58,refined,Kd,=
3cj4,6.51,refined,Kd,=
3d7z,7.92,refined,Ki,=
3ewj,6.84,refined,Ki,=
1cnx,7.37,refined,Kd,=
2b9a,8.05,refined,Kd,=
3lmk,5.94,refined,Ki,=
3ip9,5.62,refined,Kd,=
4gny,4.22,refined,Kd,=
4e5w,7.66,refined,Ki,=
4b35,2.89,refined,Kd,=
4b33,3.37,refined,Kd,=
1f5k,3.74,refined,Ki,=
3d6q,3.76,refined,Ki,=
5aml,9.15,refined,Ki,=
1f0t,6.00,refined,Ki,=
2exm,4.11,refined,Ki,=
5tmn,8.04,refined,Ki,=
1m1b,4.66,refined,Ki,=
1lkl,5.81,refined,Kd,=
2qbs,6.68,refined,Ki,=
2v2q,4.15,refined,Ki,=
4xxh,5.00,refined,Kd,=
3qox,6.57,refined,Ki,=
4kfq,8.23,refined,Kd,=
3dhv,2.96,refined,Kd,=
3vbd,8.07,refined,Ki,=
1fm9,9.00,refined,Ki,=
2i4x,11.72,refined,Ki,=
2ri9,3.22,refined,Ki,=
3eeb,5.89,refined,Kd,=
4whs,4.12,refined,Kd,=
4heg,8.92,refined,Ki,=
3wvm,5.71,refined,Kd,=
3fuz,6.54,refined,Ki,=
1g2k,7.96,refined,Ki,=
4n3l,7.00,refined,Ki,=
4lrr,5.22,refined,Ki,=
4uma,5.41,refined,Ki,=
1jgl,8.70,refined,Kd,=
1jq8,6.00,refined,Ki,=
4gii,8.74,refined,Ki,=
1gu1,4.52,refined,Ki,=
2vvp,3.40,refined,Ki,=
1c84,5.00,refined,Ki,=
4xty,9.21,refined,Kd,=
4rvr,6.87,refined,Kd,=
3u7s,8.43,refined,Ki,=
3e85,5.38,refined,Kd,=
2vkm,8.74,refined,Ki,=
1njc,5.55,refined,Kd,=
4r76,7.85,refined,Ki,=
3arr,5.40,refined,Kd,=
4lw1,3.15,refined,Kd,=
1hxb,9.92,refined,Ki,=
2hxm,5.22,refined,Ki,=
1ecv,4.85,refined,Ki,=
3slz,6.99,refined,Ki,=
1ebw,9.05,refined,Ki,=
1uz1,6.89,refined,Ki,=
3f18,7.40,refined,Kd,=
2nn1,5.82,refined,Kd,=
1fjs,9.96,refined,Ki,=
3nht,7.01,refined,Kd,=
1fki,7.00,refined,Ki,=
2w08,3.42,refined,Kd,=
3gvb,2.59,refined,Ki,=
3spf,3.86,refined,Ki,=
1ex8,6.33,refined,Kd,=
5dgu,11.35,refined,Ki,=
1tni,4.00,refined,Ki,=
1nf8,7.82,refined,Kd,=
1vyg,8.00,refined,Kd,=
1nli,3.59,refined,Kd,=
4kow,4.31,refined,Kd,=
1v16,3.87,refined,Kd,=
4wr7,11.70,refined,Kd,=
3bva,6.52,refined,Kd,=
4efk,2.49,refined,Kd,=
2w8y,9.09,refined,Ki,=
2r75,6.15,refined,Kd,=
2bpv,7.67,refined,Ki,=
2h4n,8.70,refined,Kd,=
4fnn,7.57,refined,Kd,=
1enu,5.08,refined,Ki,=
1bhf,4.38,refined,Kd,=
4b3b,3.60,refined,Kd,=
4gqr,3.96,refined,Ki,=
3d6o,4.11,refined,Ki,=
4qyy,7.30,refined,Kd,=
2qtn,3.42,refined,Kd,=
4qev,7.66,refined,Kd,=
4zb8,6.03,refined,Kd,=
1cny,7.85,refined,Kd,=
4aoi,8.40,refined,Ki,=
3kmc,6.40,refined,Ki,=
3k37,8.92,refined,Ki,=
3cda,7.58,refined,Kd,=
4e67,6.48,refined,Kd,=
2mas,7.52,refined,Kd,=
3qnd,4.85,refined,Kd,=
3kmx,4.82,refined,Kd,=
2q2a,7.41,refined,Kd,=
1d4i,8.85,refined,Ki,=
2bt9,6.19,refined,Kd,=
1pdz,3.70,refined,Ki,=
4poj,8.10,refined,Kd,=
4xas,6.59,refined,Ki,=
1aaq,8.40,refined,Ki,=
1hsh,9.42,refined,Ki,=
1w7g,5.10,refined,Ki,=
3p17,4.48,refined,Ki,=
4agp,4.69,refined,Kd,=
4ovh,4.85,refined,Kd,=
2qi4,10.44,refined,Ki,=
4djx,7.23,refined,Ki,=
186l,4.85,refined,Kd,=
3exh,4.88,refined,Kd,=
3t70,6.30,refined,Ki,=
4b6p,7.13,refined,Ki,=
3oku,6.36,refined,Ki,=
2cbz,3.93,refined,Kd,=
1d6v,6.17,refined,Kd,=
4ej8,5.39,refined,Kd,=
1lan,7.22,refined,Ki,=
4el0,4.49,refined,Ki,=
1m0b,8.82,refined,Ki,=
1gvw,6.96,refined,Ki,=
3ie3,6.68,refined,Kd,=
3m67,6.74,refined,Kd,=
3s71,8.64,refined,Kd,=
2qe4,7.96,refined,Ki,=
2hf8,5.47,refined,Kd,=
1hp5,6.55,refined,Ki,=
2ews,6.62,refined,Kd,=
3hl5,4.47,refined,Ki,=
2psv,7.24,refined,Ki,=
4ufm,3.72,refined,Ki,=
3rv8,4.92,refined,Ki,=
1lbf,7.85,refined,Kd,=
2xn5,6.69,refined,Kd,=
2wc3,6.08,refined,Ki,=
3t1l,3.26,refined,Kd,=
2qbu,6.19,refined,Kd,=
4nvp,7.57,refined,Kd,=
1ro6,6.46,refined,Ki,=
3jrs,4.28,refined,Kd,=
2hb3,11.35,refined,Ki,=
2yay,6.10,refined,Kd,=
1xt8,6.85,refined,Kd,=
4do5,5.83,refined,Ki,=
2ha5,4.34,refined,Kd,=
4ivd,9.52,refined,Ki,=
3oyq,7.99,refined,Ki,=
4a4w,7.72,refined,Kd,=
4hym,8.22,refined,Ki,=
2p3c,7.62,refined,Ki,=
2cf8,8.10,refined,Ki,=
2f6t,4.62,refined,Ki,=
3bgs,9.42,refined,Ki,=
4zhl,6.47,refined,Kd,=
4b5w,3.33,refined,Kd,=
4ew2,6.68,refined,Ki,=
3bft,6.49,refined,Ki,=
3d83,8.36,refined,Ki,=
2uxz,8.48,refined,Ki,=
4cgi,3.12,refined,Kd,=
4kif,4.84,refined,Kd,=
2j79,5.96,refined,Kd,=
3c39,3.96,refined,Kd,=
2y7z,8.70,refined,Ki,=
2o4r,9.40,refined,Ki,=
4ayp,6.12,refined,Kd,=
3c2f,2.00,refined,Kd,=
4k0o,3.00,refined,Kd,=
2wky,8.59,refined,Ki,=
2ogy,4.48,refined,Kd,=
2fu8,4.70,refined,Ki,=
1k1m,7.40,refined,Kd,=
3fvn,6.77,refined,Ki,=
4ddy,5.62,refined,Ki,=
2i2b,2.44,refined,Ki,=
4qge,9.30,refined,Ki,=
2xj7,6.66,refined,Ki,=
1uwu,5.98,refined,Ki,=
4mjp,3.88,refined,Ki,=
1sw1,7.30,refined,Kd,=
1hwr,8.33,refined,Ki,=
4g8v,5.80,refined,Ki,=
3h5b,10.00,refined,Ki,=
3s8n,6.21,refined,Kd,=
3ccz,7.29,refined,Kd,=
3elc,2.69,refined,Kd,=
1zfk,7.92,refined,Ki,=
4rr6,6.00,refined,Kd,=
3g2i,4.86,refined,Ki,=
2gvj,9.52,refined,Ki,=
1f0r,7.66,refined,Ki,=
3fee,6.64,refined,Ki,=
4lov,7.77,refined,Kd,=
3tf6,6.40,refined,Kd,=
4pyx,6.14,refined,Kd,=
4ahr,2.19,refined,Kd,=
3ml5,8.52,refined,Ki,=
3lbj,4.96,refined,Ki,=
2fqw,6.68,refined,Kd,=
4f09,6.70,refined,Ki,=
1mjj,8.74,refined,Kd,=
1ai7,4.09,refined,Ki,=
3tzm,7.77,refined,Ki,=
1bn1,9.34,refined,Kd,=
1fkh,8.15,refined,Ki,=
2y7p,5.47,refined,Kd,=
4gqp,9.60,refined,Kd,=
3u8k,8.66,refined,Ki,=
4dld,5.82,refined,Ki,=
2rka,3.00,refined,Ki,=
4rrf,3.62,refined,Kd,=
3u5j,5.61,refined,Kd,=
1df8,9.70,refined,Kd,=
2qwc,3.55,refined,Ki,=
4qjx,7.28,refined,Kd,=
1msm,10.48,refined,Kd,=
4qjm,8.17,refined,Kd,=
3f6e,2.38,refined,Kd,=
1tmn,7.30,refined,Ki,=
4d4d,5.96,refined,Kd,=
2xdx,6.46,refined,Kd,=
4f6u,6.15,refined,Kd,=
3b2q,4.55,refined,Kd,=
2v3d,3.94,refined,Ki,=
4oma,4.17,refined,Ki,=
1o3i,7.30,refined,Ki,=
4agc,10.70,refined,Ki,=
3hmp,5.49,refined,Kd,=
1duv,11.80,refined,Kd,=
2arm,7.68,refined,Kd,=
3lzs,10.96,refined,Kd,=
4ht2,6.54,refined,Kd,=
4itp,7.27,refined,Ki,=
3sww,8.40,refined,Ki,=
4f9w,6.94,refined,Ki,=
3l7d,2.18,refined,Ki,=
3pe1,9.65,refined,Ki,=
1bnn,10.00,refined,Kd,=
1mrw,9.70,refined,Kd,=
1bty,4.74,refined,Ki,=
3vha,7.40,refined,Kd,=
3o9i,11.82,refined,Ki,=
3fv2,8.11,refined,Ki,=
4o0x,7.17,refined,Ki,=
3s3v,6.23,refined,Ki,=
1yp9,5.11,refined,Ki,=
1o0m,5.15,refined,Ki,=
2avo,8.85,refined,Ki,=
3pb8,5.24,refined,Ki,=
3b7i,5.82,refined,Ki,=
4x5p,8.21,refined,Kd,=
3kgu,5.92,refined,Kd,=
4oc1,6.60,refined,Ki,=
4h42,3.47,refined,Ki,=
1nki,6.70,refined,Kd,=
1e4h,8.41,refined,Kd,=
3wha,9.32,refined,Kd,=
3ddg,6.00,refined,Ki,=
4lm3,2.92,refined,Ki,=
3t0d,2.37,refined,Ki,=
4kz4,4.15,refined,Ki,=
4rfc,8.24,refined,Ki,=
2v57,7.10,refined,Kd,=
3rsr,4.36,refined,Kd,=
3djq,2.98,refined,Ki,=
2qzr,7.26,refined,Ki,=
3g5k,9.52,refined,Ki,=
3ap4,3.92,refined,Kd,=
1zfq,7.52,refined,Ki,=
3w9r,6.18,refined,Kd,=
2y8c,6.40,refined,Ki,=
1h46,3.57,refined,Ki,=
2qi7,10.21,refined,Ki,=
4dsy,4.43,refined,Ki,=
3usx,5.02,refined,Kd,=
3f3d,7.16,refined,Kd,=
3dzt,7.22,refined,Kd,=
1yqj,8.14,refined,Ki,=
3cf8,4.90,refined,Ki,=
4zzz,7.06,refined,Kd,=
4c5d,5.40,refined,Kd,=
2xab,9.27,refined,Kd,=
4j7e,4.85,refined,Kd,=
1s38,5.15,refined,Ki,=
4x5z,7.63,refined,Kd,=
3oe4,7.47,refined,Ki,=
3o75,6.68,refined,Kd,=
3djv,4.55,refined,Ki,=
1ebz,9.40,refined,Ki,=
4ih3,4.82,refined,Ki,=
1uj5,3.05,refined,Ki,=
2y5f,8.70,refined,Ki,=
4tjz,5.97,refined,Kd,=
2x7t,6.63,refined,Ki,=
4hdf,8.49,refined,Ki,=
2zcs,8.22,refined,Ki,=
4ih6,4.74,refined,Kd,=
4phu,7.92,refined,Kd,=
1o36,5.96,refined,Ki,=
3nu5,8.35,refined,Ki,=
2r59,8.19,refined,Ki,=
4hws,9.10,refined,Ki,=
4qjp,8.60,refined,Kd,=
3po6,7.06,refined,Ki,=
2jdh,6.51,refined,Kd,=
4bf6,8.35,refined,Ki,=
1g3e,5.38,refined,Ki,=
2iuz,5.55,refined,Ki,=
1gj8,6.96,refined,Ki,=
1b51,7.37,refined,Kd,=
3ffp,7.14,refined,Ki,=
4ly1,7.26,refined,Kd,=
2qwf,5.67,refined,Ki,=
3e92,8.00,refined,Ki,=
1l83,3.40,refined,Kd,=
2h6b,5.39,refined,Kd,=
2yel,7.28,refined,Kd,=
3n2v,7.51,refined,Ki,=
3rm4,5.77,refined,Kd,=
3ed0,6.35,refined,Kd,=
3i7e,10.85,refined,Ki,=
2whp,4.00,refined,Kd,=
1w5y,8.48,refined,Ki,=
4y59,5.24,refined,Kd,=
3bxe,5.48,refined,Kd,=
4dko,6.52,refined,Kd,=
3g0e,7.70,refined,Kd,=
