pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
1ebw,9.05,general,Ki,=
1uz1,6.89,general,Ki,=
2qlq,6.63,general,IC50,=
4pte,7.13,general,IC50,=
3bmo,5.27,general,Ki,=
4r6v,7.45,general,IC50,=
4h4d,6.82,general,IC50,=
4mjq,3.71,general,Ki,=
1u65,7.58,general,Ki,=
3f18,7.40,general,Kd,=
2wxj,9.00,general,IC50,=
2xpb,5.70,general,IC50,=
2nn1,5.82,general,Kd,=
2i03,9.00,general,Ki,=
1fjs,9.96,general,Ki,=
3nht,7.01,general,Kd,=
1fki,7.00,general,Ki,=
2w08,3.42,general,Kd,=
3gvb,2.59,general,Ki,=
3spf,3.86,general,Ki,=
1ex8,6.33,general,Kd,=
3ds3,5.22,general,Kd,=
4wf2,8.10,general,Kd,=
4giu,5.33,general,Ki,=
2vip,5.28,general,IC50,=
4ds1,4.75,general,Kd,=
1h1p,4.92,general,Ki,=
5dgu,11.35,general,Ki,=
2x81,8.30,general,IC50,=
1tni,4.00,general,Ki,=
1nf8,7.82,general,Kd,=
2nng,5.36,general,Kd,=
2iws,6.36,general,Kd,=
4qkd,4.09,general,Kd,=
1vyg,8.00,general,Kd,=
2q15,7.96,general,Ki,=
1nli,3.59,general,Kd,=
4p4j,6.15,general,IC50,=
4kow,4.31,general,Kd,=
4aa1,4.12,general,Ki,=
4piq,7.10,general,IC50,=
1v16,3.87,general,Kd,=
1u8t,4.26,general,Kd,=
3saz,6.10,general,IC50,=
2wfj,7.15,general,Kd,=
3ka2,6.62,general,Kd,=
4wr7,11.70,general,Kd,=
2zm3,6.21,general,Kd,=
4yv1,3.08,general,IC50,=
3bva,6.52,general,Kd,=
1pxi,4.77,general,IC50,=
3hha,7.90,general,IC50,=
2a0t,4.82,general,Kd,=
2giu,8.82,general,IC50,=
4efk,2.49,general,Kd,=
3l6x,4.40,general,Kd,=
2w8y,9.09,general,Ki,=
4qvv,5.15,general,IC50,=
1z6p,6.05,general,IC50,=
3c6t,8.68,general,IC50,=
2y1n,4.77,general,Kd,=
2r7g,6.05,general,Kd,=
4mr5,6.60,general,Kd,=
3u8h,6.49,general,IC50,=
3clp,3.69,general,Kd,=
2a4g,7.18,general,Ki,=
2r75,6.15,general,Kd,=
1cr6,8.51,general,Ki,=
2bpv,7.67,general,Ki,=
4jrv,7.54,general,IC50,=
3s3n,7.06,general,IC50,=
2xbj,8.52,general,IC50,=
5e1d,5.39,general,Kd,=
4og7,6.94,general,IC50,=
2h4n,8.70,general,Kd,=
3c49,7.15,general,Kd,=
3fl9,1.11,general,IC50,=
3cl2,7.59,general,Ki,=
4fnn,7.57,general,Kd,=
1lhe,9.54,general,Ki,=
3h23,4.71,general,IC50,=
3q96,8.54,general,IC50,=
3t4v,6.30,general,IC50,=
1enu,5.08,general,Ki,=
3feg,4.35,general,Kd,=
2x6y,4.59,general,Kd,=
3rl3,7.17,general,IC50,=
4rvk,7.87,general,IC50,=
1idb,7.96,general,IC50,=
4rwl,8.10,general,Kd,=
2w6t,8.57,general,Kd,=
1bhf,4.38,general,Kd,=
4b3b,3.60,general,Kd,=
3co9,8.00,general,IC50,=
2jko,8.11,general,IC50,=
4ocz,9.18,general,Ki,=
4gqr,3.96,general,Ki,=
3d6o,4.11,general,Ki,=
4fea,6.47,general,Ki,=
4qyy,7.30,general,Kd,=
2qtn,3.42,general,Kd,=
4qev,7.66,general,Kd,=
3olg,7.84,general,Ki,=
4o76,6.89,general,IC50,=
4zb8,6.03,general,Kd,=
1iht,8.46,general,Ki,=
1cny,7.85,general,Kd,=
2jbu,3.40,general,IC50,=
4o77,5.60,general,IC50,=
4aoi,8.40,general,Ki,=
4eoy,6.49,general,Kd,=
3eks,5.70,general,Kd,=
3kmc,6.40,general,Ki,=
3k37,8.92,general,Ki,=
1uvs,5.40,general,Ki,=
4rab,7.40,general,Ki,=
4bqt,5.79,general,Kd,=
2q94,6.43,general,IC50,=
1u9w,8.46,general,IC50,=
4muw,8.01,general,IC50,=
3cda,7.58,general,Kd,=
3ixj,9.49,general,IC50,=
4gjd,8.52,general,IC50,=
4e67,6.48,general,Kd,=
2mas,7.52,general,Kd,=
2etr,6.82,general,Ki,=
5alc,8.13,general,Kd,=
3u1i,5.25,general,Ki,=
3m59,5.24,general,Kd,=
3qnd,4.85,general,Kd,=
5alw,5.15,general,IC50,=
3wf7,6.69,general,IC50,=
1h39,6.54,general,IC50,=
3p2k,4.70,general,Kd,=
4wxi,8.08,general,Ki,=
3kmx,4.82,general,Kd,=
2j7w,6.66,general,IC50,=
2exg,4.30,general,Kd,~
2q2a,7.41,general,Kd,=
4j79,3.10,general,Kd,>
1d4i,8.85,general,Ki,=
2bt9,6.19,general,Kd,=
1pdz,3.70,general,Ki,=
4bg1,6.31,general,IC50,=
4wn1,8.29,general,IC50,=
1rm8,9.00,general,Ki,=
1n94,8.96,general,IC50,=
4hrd,8.82,general,IC50,=
3uza,8.94,general,Kd,=
4poj,8.10,general,Kd,=
3vgc,5.51,general,Ki,=
4xas,6.59,general,Ki,=
1aaq,8.40,general,Ki,=
2ycs,8.87,general,IC50,=
1hsh,9.42,general,Ki,=
2vr3,4.98,general,Kd,=
1w7g,5.10,general,Ki,=
3p17,4.48,general,Ki,=
1f40,6.00,general,Kd,=
1ugy,3.72,general,Kd,=
3jqf,4.46,general,Ki,=
4ehr,7.89,general,IC50,=
4agp,4.69,general,Kd,=
2uzn,7.52,general,IC50,=
3g5v,7.80,general,Kd,=
4dcx,4.50,general,Kd,=
1qq9,2.06,general,Ki,=
4ovh,4.85,general,Kd,=
2qi4,10.44,general,Ki,=
4djx,7.23,general,Ki,=
186l,4.85,general,Kd,=
3mg0,9.25,general,Ki,=
4e3k,9.10,general,Ki,=
4yuw,5.77,general,IC50,=
4qn7,9.08,general,IC50,=
4bw2,5.20,general,IC50,=
4bdb,4.07,general,IC50,=
2va7,6.70,general,IC50,=
4qqi,5.52,general,Kd,=
3exh,4.88,general,Kd,=
3qcs,6.50,general,IC50,=
2qo8,8.47,general,Ki,=
3t70,6.30,general,Ki,=
2w77,9.19,general,Kd,=
4idv,7.40,general,IC50,=
3p9h,5.06,general,Ki,=
4b6p,7.13,general,Ki,=
3oku,6.36,general,Ki,=
2b55,7.02,general,IC50,=
1gmy,7.35,general,IC50,=
5aly,6.73,general,IC50,=
2cbz,3.93,general,Kd,=
3o4l,5.09,general,Kd,=
1pyg,5.52,general,Kd,=
3elj,5.30,general,IC50,=
3tei,6.30,general,Kd,=
1d6v,6.17,general,Kd,=
3hlo,6.21,general,Kd,=
4ej8,5.39,general,Kd,=
4aqc,9.05,general,IC50,=
1a9u,7.32,general,IC50,=
4zum,6.57,general,IC50,=
1lan,7.22,general,Ki,=
5dda,5.78,general,IC50,=
3ncq,5.36,general,Kd,=
4el0,4.49,general,Ki,=
1wtg,7.03,general,IC50,=
4nak,5.85,general,IC50,=
1m0b,8.82,general,Ki,=
1p0y,1.00,general,Ki,=
4y2b,8.36,general,IC50,=
2xp4,3.74,general,IC50,=
2fjp,8.37,general,IC50,=
4k60,3.24,general,IC50,=
1ouy,8.37,general,IC50,=
3oeu,7.51,general,IC50,=
1gvw,6.96,general,Ki,=
1oit,8.52,general,IC50,<
2mov,7.40,general,Kd,=
5ak5,7.07,general,IC50,=
1oxn,5.68,general,Ki,=
3ck8,3.84,general,Kd,=
3ah8,9.82,general,IC50,=
4s3e,6.11,general,IC50,=
3vw7,8.10,general,Ki,=
3ie3,6.68,general,Kd,=
1g9b,5.30,general,IC50,=
3fal,6.78,general,IC50,=
3m67,6.74,general,Kd,=
3qak,8.32,general,Ki,=
3s71,8.64,general,Kd,=
2qe4,7.96,general,Ki,=
2hf8,5.47,general,Kd,=
4qp9,7.15,general,IC50,=
3adu,4.14,general,Kd,=
4oq3,8.10,general,IC50,=
1hp5,6.55,general,Ki,=
3s9y,6.44,general,Ki,=
2ews,6.62,general,Kd,=
3hl5,4.47,general,Ki,=
2psv,7.24,general,Ki,=
4ufm,3.72,general,Ki,=
3p5k,7.12,general,IC50,=
1i8j,4.41,general,IC50,=
4hrc,8.92,general,IC50,=
3zbf,7.52,general,IC50,=
4y8y,9.15,general,Ki,=
4kpz,2.71,general,IC50,=
3ee2,4.19,general,IC50,=
3rv8,4.92,general,Ki,=
4o72,6.00,general,IC50,=
4la7,6.57,general,IC50,=
1lbf,7.85,general,Kd,=
4wey,3.50,general,Kd,=
3l54,8.15,general,IC50,=
2xn5,6.69,general,Kd,=
4xy2,8.10,general,IC50,=
1akv,11.59,general,Kd,=
1br8,4.74,general,Kd,=
1yy6,6.07,general,Kd,=
2wc3,6.08,general,Ki,=
3t1l,3.26,general,Kd,=
2qbu,6.19,general,Kd,=
4egi,3.82,general,IC50,=
2kff,3.61,general,Kd,=
4c4h,8.22,general,IC50,=
4nvp,7.57,general,Kd,=
1ro6,6.46,general,Ki,=
2krd,2.70,general,Kd,=
1uvr,6.00,general,IC50,=
2hog,9.52,general,IC50,=
3e2m,9.40,general,IC50,=
3zkf,6.02,general,Kd,=
2cgv,4.56,general,IC50,=
1mnc,10.34,general,IC50,=
2r3p,6.05,general,IC50,=
5aku,6.82,general,IC50,=
4xjr,5.32,general,IC50,=
1wok,7.48,general,IC50,=
3jrs,4.28,general,Kd,=
2hb3,11.35,general,Ki,=
1o4m,1.40,general,IC50,>
4fli,5.44,general,IC50,=
2yay,6.10,general,Kd,=
4yff,8.00,general,IC50,<
2fah,1.30,general,Ki,>
1j15,3.84,general,Ki,=
1xt8,6.85,general,Kd,=
4do5,5.83,general,Ki,=
2ha5,4.34,general,Kd,=
1xp0,9.00,general,IC50,=
1mui,11.89,general,Ki,=
3e6v,6.83,general,Kd,=
4lq3,6.35,general,IC50,=
3zmu,4.30,general,Ki,=
1ke9,6.18,general,IC50,=
4ivd,9.52,general,Ki,=
3oyq,7.99,general,Ki,=
4a4w,7.72,general,Kd,=
1zkk,4.48,general,Kd,=
4xgz,7.62,general,Kd,=
4oty,7.40,general,IC50,=
1q3d,7.82,general,IC50,=
4hym,8.22,general,Ki,=
1c5f,6.07,general,IC50,=
2vgc,5.24,general,Ki,=
2p3c,7.62,general,Ki,=
4bo1,7.30,general,IC50,=
1me4,6.84,general,Ki,=
2cf8,8.10,general,Ki,=
2f6t,4.62,general,Ki,=
1lb6,4.08,general,Kd,=
3zzh,3.36,general,IC50,=
3bgs,9.42,general,Ki,=
4qwj,5.77,general,IC50,=
4zhl,6.47,general,Kd,=
4b5w,3.33,general,Kd,=
4ew2,6.68,general,Ki,=
3bft,6.49,general,Ki,=
3d83,8.36,general,Ki,=
2uxz,8.48,general,Ki,=
4kmd,5.41,general,Kd,=
2xaf,4.64,general,Ki,=
4gz3,5.74,general,IC50,=
4b4g,6.76,general,IC50,=
4cgi,3.12,general,Kd,=
4kif,4.84,general,Kd,=
4u7v,5.49,general,Ki,=
4k2f,7.40,general,IC50,=
4p45,7.80,general,IC50,=
1hk1,5.64,general,Kd,=
2j79,5.96,general,Kd,=
4g69,5.98,general,Kd,=
4tpp,8.59,general,IC50,=
1kf0,2.55,general,Kd,=
1bkj,6.77,general,Kd,=
3c39,3.96,general,Kd,=
2y7z,8.70,general,Ki,=
2o4r,9.40,general,Ki,=
4qp6,3.46,general,Kd,=
2qic,5.48,general,Kd,=
3gen,9.14,general,IC50,=
2ohp,4.03,general,IC50,=
2w6q,4.60,general,IC50,=
4ayp,6.12,general,Kd,=
1l2s,4.59,general,Ki,=
4dij,7.52,general,IC50,=
4cxy,4.93,general,IC50,=
4qwl,6.18,general,IC50,=
3c2f,2.00,general,Kd,=
1vjy,7.64,general,IC50,=
3f2a,7.24,general,IC50,=
1my2,7.77,general,Ki,=
2i1m,7.62,general,IC50,=
4k0o,3.00,general,Kd,=
2wky,8.59,general,Ki,=
2ogy,4.48,general,Kd,=
1dbj,7.68,general,IC50,=
4azt,4.17,general,IC50,=
4c6x,3.76,general,Ki,=
2fu8,4.70,general,Ki,=
1k1m,7.40,general,Kd,=
3drp,9.70,general,IC50,=
3fvn,6.77,general,Ki,=
3kl8,6.92,general,IC50,=
4ddy,5.62,general,Ki,=
5alv,4.36,general,IC50,=
1tl7,7.92,general,Ki,=
4civ,4.95,general,Ki,=
3at1,3.18,general,Ki,=
2xxn,6.41,general,Kd,=
4zqt,5.64,general,Ki,=
4loq,8.15,general,Kd,=
2wic,5.39,general,Kd,=
2i2b,2.44,general,Ki,=
4cix,4.47,general,Ki,=
3lbk,6.04,general,Ki,=
4qge,9.30,general,Ki,=
4nmr,3.53,general,Kd,=
2xj7,6.66,general,Ki,=
2xlc,2.30,general,Ki,~
2qpj,6.35,general,IC50,=
4mot,7.30,general,IC50,=
1uwu,5.98,general,Ki,=
3rv6,4.68,general,Ki,=
4mjp,3.88,general,Ki,=
5c13,6.10,general,Kd,=
4gq6,7.28,general,Kd,=
4lbo,5.77,general,Kd,=
4p0w,5.96,general,IC50,=
2xx5,6.70,general,IC50,=
4hzw,8.88,general,IC50,=
4abv,6.07,general,IC50,=
4x6h,7.66,general,Ki,=
1sw1,7.30,general,Kd,=
1hwr,8.33,general,Ki,=
2xez,5.82,general,IC50,=
4ps3,8.70,general,Ki,=
4g8v,5.80,general,Ki,=
3h5b,10.00,general,Ki,=
3s8n,6.21,general,Kd,=
4a2a,4.35,general,Kd,=
1pip,5.00,general,Ki,<
3ccz,7.29,general,Kd,=
3c5u,8.19,general,IC50,=
3lvp,8.70,general,IC50,=
3elc,2.69,general,Kd,=
1zfk,7.92,general,Ki,=
2ww0,5.30,general,Ki,=
4mq1,7.92,general,IC50,=
2nmy,8.37,general,Ki,=
4rvl,7.38,general,IC50,=
4rr6,6.00,general,Kd,=
4azf,6.35,general,Kd,=
4mpe,6.37,general,Kd,=
3r0t,9.04,general,IC50,=
4mu7,8.85,general,IC50,=
3tic,8.87,general,IC50,=
2r4b,7.18,general,IC50,=
1yw2,6.85,general,IC50,=
3v43,4.63,general,Kd,=
3d4f,7.72,general,Kd,=
2j4z,7.19,general,IC50,=
2ph9,5.89,general,Kd,=
3g2i,4.86,general,Ki,=
3rwe,7.37,general,IC50,=
1t13,7.38,general,Kd,=
3vby,4.55,general,IC50,=
4j0r,6.41,general,IC50,=
4x8g,6.00,general,IC50,=
2w6u,5.00,general,Kd,=
4ucu,3.35,general,IC50,=
2gvj,9.52,general,Ki,=
1f0r,7.66,general,Ki,=
3fee,6.64,general,Ki,=
2uze,4.33,general,IC50,=
4mr4,5.94,general,Kd,=
3t3g,5.49,general,Ki,=
4x6x,8.64,general,IC50,=
1zxv,6.10,general,Ki,=
2xu3,6.80,general,IC50,=
4lov,7.77,general,Kd,=
3tf6,6.40,general,Kd,=
4gao,5.74,general,Kd,=
4pyx,6.14,general,Kd,=
3jzf,5.30,general,IC50,=
4eev,8.33,general,IC50,=
4l7f,6.80,general,IC50,=
4ahr,2.19,general,Kd,=
1qtn,7.30,general,IC50,=
1a1c,6.40,general,Kd,=
3ml5,8.52,general,Ki,=
3lbj,4.96,general,Ki,=
4qsw,1.68,general,Kd,=
3ksl,4.52,general,IC50,=
4dgo,6.24,general,IC50,=
2fqw,6.68,general,Kd,=
4f09,6.70,general,Ki,=
1o4f,3.52,general,IC50,=
1mjj,8.74,general,Kd,=
1q63,5.85,general,Ki,=
4pjt,9.24,general,IC50,=
1ai7,4.09,general,Ki,=
3l8s,7.00,general,Kd,=
3va4,4.40,general,Kd,=
1ywi,3.43,general,Kd,=
2a3w,5.42,general,IC50,=
3rkb,6.42,general,IC50,=
4uiu,7.90,general,IC50,=
3cqw,7.38,general,IC50,=
4wmu,6.74,general,Kd,=
2kgi,6.12,general,Kd,=
1lf8,5.46,general,Kd,=
4umu,6.19,general,IC50,=
1vjd,3.54,general,Kd,=
3tzm,7.77,general,Ki,=
3ohh,7.74,general,IC50,=
3gxt,4.74,general,Ki,=
1bn1,9.34,general,Kd,=
1fkh,8.15,general,Ki,=
2y7p,5.47,general,Kd,=
1abf,5.42,general,Kd,=
4gqp,9.60,general,Kd,=
3rwd,8.00,general,IC50,=
4pks,4.82,general,IC50,=
2f9b,6.52,general,Ki,=
3o6l,7.51,general,Kd,=
2r6y,9.49,general,Ki,=
3u8k,8.66,general,Ki,=
4gj9,3.30,general,Kd,>
4dld,5.82,general,Ki,=
2x6i,6.08,general,IC50,=
4fhh,7.46,general,IC50,=
2rka,3.00,general,Ki,=
4xdo,4.08,general,IC50,=
2tsr,7.54,general,Ki,=
1y2j,7.48,general,IC50,=
2ew5,5.90,general,IC50,=
4rrf,3.62,general,Kd,=
3t4p,5.19,general,Kd,=
1zfp,7.59,general,IC50,=
3ti6,9.27,general,IC50,=
3u5j,5.61,general,Kd,=
4h1m,7.11,general,IC50,=
3kqp,3.42,general,Kd,=
4nzo,6.77,general,Kd,=
1df8,9.70,general,Kd,=
4op2,5.93,general,IC50,=
2qwc,3.55,general,Ki,=
3bhb,8.47,general,IC50,=
2wmx,6.07,general,IC50,=
2z4y,6.15,general,IC50,=
4qjx,7.28,general,Kd,=
1msm,10.48,general,Kd,=
3o9g,12.30,general,Ki,=
1d8m,8.51,general,IC50,=
2l3r,4.66,general,Kd,=
2k7l,6.15,general,Kd,=
3e0q,5.89,general,IC50,=
3lfn,5.50,general,IC50,=
2hwp,7.14,general,IC50,=
1e03,9.40,general,Kd,=
2ewy,6.15,general,IC50,=
4an3,9.22,general,IC50,=
4qjm,8.17,general,Kd,=
3f6e,2.38,general,Kd,=
2ow3,8.52,general,IC50,=
3vqh,5.92,general,IC50,=
1tmn,7.30,general,Ki,=
2gga,1.96,general,IC50,=
1z1r,9.22,general,Ki,=
4dhs,4.80,general,IC50,=
4d4d,5.96,general,Kd,=
2q8y,3.99,general,Kd,=
1wbw,4.36,general,IC50,=
2q72,2.68,general,IC50,=
4a23,5.89,general,IC50,=
2xdx,6.46,general,Kd,=
4f6u,6.15,general,Kd,=
2wou,7.14,general,IC50,=
3b2q,4.55,general,Kd,=
2v3d,3.94,general,Ki,=
4b6e,2.30,general,IC50,>
4oma,4.17,general,Ki,=
3nga,8.00,general,Kd,=
1o3i,7.30,general,Ki,=
4agc,10.70,general,Ki,=
4og6,6.71,general,IC50,=
3dp2,5.82,general,IC50,=
3w2q,7.18,general,IC50,=
3eg6,5.77,general,Kd,=
3hmp,5.49,general,Kd,=
3zki,5.92,general,IC50,=
1nj1,7.60,general,Ki,=
1r5h,6.74,general,IC50,=
1r5g,7.52,general,IC50,=
1duv,11.80,general,Kd,=
2arm,7.68,general,Kd,=
3lzs,10.96,general,Kd,=
4oz1,5.62,general,Kd,=
1xxh,6.11,general,Kd,=
4ht2,6.54,general,Kd,=
4itp,7.27,general,Ki,=
4gvu,7.52,general,IC50,=
2wi7,7.24,general,IC50,=
3w8o,7.62,general,IC50,=
1gfz,4.00,general,Ki,=
4j78,4.65,general,Kd,=
3sww,8.40,general,Ki,=
4f9w,6.94,general,Ki,=
3l7d,2.18,general,Ki,=
2cem,7.92,general,Ki,=
1nlp,4.96,general,Kd,=
2oh0,7.74,general,IC50,=
2cne,8.77,general,IC50,=
2fwy,6.70,general,IC50,=
3uxg,3.96,general,Kd,=
4fse,7.40,general,Ki,=
3ipe,6.82,general,IC50,=
4x1s,6.87,general,Kd,=
4cfw,6.29,general,IC50,=
3pe1,9.65,general,Ki,=
1bnn,10.00,general,Kd,=
1mrw,9.70,general,Kd,=
1bty,4.74,general,Ki,=
1h00,4.42,general,IC50,=
3vha,7.40,general,Kd,=
5cgj,5.22,general,Kd,=
1v41,4.70,general,Ki,=
1leg,7.95,general,Kd,=
4x7l,8.05,general,IC50,=
3o9i,11.82,general,Ki,=
3fyz,5.80,general,Ki,=
4b95,4.28,general,IC50,=
3fv2,8.11,general,Ki,=
2r6f,8.00,general,Kd,=
4b72,6.20,general,IC50,=
4hxw,8.70,general,Ki,=
4m6q,8.21,general,IC50,=
3wde,6.91,general,Kd,=
1fmb,10.00,general,Ki,=
4o0x,7.17,general,Ki,=
3iet,6.85,general,Kd,=
3tl5,7.85,general,IC50,=
1uk1,7.22,general,IC50,=
3s3v,6.23,general,Ki,=
4q1e,8.17,general,Ki,=
2xuf,14.39,general,Kd,=
1yp9,5.11,general,Ki,=
4p7s,7.42,general,Ki,=
3qiy,5.34,general,Ki,=
3pa8,5.75,general,IC50,=
1w80,4.54,general,Kd,=
1o0m,5.15,general,Ki,=
2fou,7.10,general,Kd,=
1czq,4.54,general,IC50,=
2avo,8.85,general,Ki,=
3pb8,5.24,general,Ki,=
3w2p,5.09,general,IC50,=
3b7i,5.82,general,Ki,=
4x5p,8.21,general,Kd,=
3rq7,7.77,general,IC50,=
4n5t,8.15,general,Ki,=
3kgu,5.92,general,Kd,=
1sle,6.17,general,Kd,=
2x6e,7.82,general,IC50,=
3tlh,8.82,general,Ki,=
4oc1,6.60,general,Ki,=
4h42,3.47,general,Ki,=
1nki,6.70,general,Kd,=
1e4h,8.41,general,Kd,=
3wha,9.32,general,Kd,=
3ddg,6.00,general,Ki,=
2xzc,5.64,general,Kd,=
4edy,5.83,general,IC50,=
4lm3,2.92,general,Ki,=
3t0d,2.37,general,Ki,=
2rk7,4.05,general,Ki,=
2y1g,6.15,general,IC50,=
4kz4,4.15,general,Ki,=
1w25,6.30,general,Ki,=
4p0b,6.54,general,Kd,=
4meq,3.60,general,IC50,=
3otq,7.39,general,IC50,=
1rhq,7.75,general,IC50,=
2ff1,8.21,general,Ki,=
3ejt,7.36,general,IC50,=
3ft5,4.82,general,IC50,=
2i72,7.43,general,Ki,=
2g9r,6.08,general,IC50,=
1nnu,6.82,general,Ki,=
3fu5,4.12,general,IC50,=
4fcr,9.40,general,Kd,=
4kup,5.22,general,Ki,=
4z1s,6.10,general,IC50,=
4rfc,8.24,general,Ki,=
1pl0,8.22,general,Ki,=
2v57,7.10,general,Kd,=
1z3c,4.00,general,IC50,=
2bz5,6.15,general,IC50,=
3rsr,4.36,general,Kd,=
4kpx,7.30,general,IC50,=
5bvf,9.72,general,IC50,=
3djq,2.98,general,Ki,=
3ft4,5.93,general,IC50,=
5cf6,8.09,general,IC50,=
3chq,7.70,general,IC50,=
3ro0,4.50,general,IC50,=
2qzr,7.26,general,Ki,=
2cmc,5.76,general,IC50,=
2fv5,11.70,general,Kd,<
5c7f,3.98,general,IC50,=
2mpa,8.04,general,Kd,=
2vtj,5.72,general,IC50,=
4aza,6.99,general,Kd,=
1ogu,7.47,general,IC50,=
3g5k,9.52,general,Ki,=
3i90,3.30,general,Kd,>
4jv7,6.00,general,IC50,=
2ydk,8.15,general,IC50,=
1w51,6.30,general,IC50,=
4l4m,8.00,general,IC50,=
3ap4,3.92,general,Kd,=
3hv5,7.02,general,IC50,=
5dls,8.36,general,IC50,=
3ugc,6.02,general,IC50,=
4dfl,6.17,general,IC50,=
4x3e,5.47,general,Kd,=
4eu3,0.82,general,Ki,=
3bki,5.12,general,IC50,=
4pgh,4.89,general,Kd,=
4dhm,3.78,general,IC50,=
1zfq,7.52,general,Ki,=
3w9r,6.18,general,Kd,=
2y8c,6.40,general,Ki,=
1h46,3.57,general,Ki,=
4pnw,5.05,general,Kd,=
4b7z,4.31,general,IC50,=
2qi7,10.21,general,Ki,=
4jiz,5.62,general,Kd,=
4pri,4.03,general,Kd,=
4nb3,7.66,general,Kd,=
1w7h,3.00,general,IC50,>
4dsy,4.43,general,Ki,=
1pq6,8.10,general,IC50,=
4wvs,6.27,general,IC50,=
3uii,5.00,general,Kd,=
3usx,5.02,general,Kd,=
4nw7,6.63,general,IC50,=
3f3d,7.16,general,Kd,=
3dzt,7.22,general,Kd,=
1yqj,8.14,general,Ki,=
3cf8,4.90,general,Ki,=
4ttv,6.68,general,IC50,=
4zzz,7.06,general,Kd,=
4c5d,5.40,general,Kd,=
4mib,9.70,general,IC50,=
2xab,9.27,general,Kd,=
4j7e,4.85,general,Kd,=
1s38,5.15,general,Ki,=
4lkg,6.80,general,Kd,=
5bvk,4.00,general,IC50,>
4x5z,7.63,general,Kd,=
3oe4,7.47,general,Ki,=
3o75,6.68,general,Kd,=
3rv7,4.85,general,Ki,=
4rx8,7.46,general,IC50,=
3zxe,3.35,general,Kd,=
2ieo,8.49,general,Ki,=
3djv,4.55,general,Ki,=
5e0m,5.28,general,Kd,=
4wvu,5.71,general,IC50,=
2vpp,6.12,general,IC50,=
3mke,5.66,general,Ki,=
1qxz,4.72,general,IC50,=
4l7c,5.13,general,IC50,=
3rde,7.46,general,IC50,=
1ebz,9.40,general,Ki,=
4ih3,4.82,general,Ki,=
3vf9,8.72,general,IC50,=
1owd,8.20,general,Ki,=
1uj5,3.05,general,Ki,=
2y5f,8.70,general,Ki,=
3w5e,7.96,general,IC50,=
2ozr,9.17,general,IC50,=
4bpi,6.17,general,IC50,=
4j17,7.27,general,IC50,=
4tjz,5.97,general,Kd,=
4mw4,6.50,general,IC50,=
2x7t,6.63,general,Ki,=
4hdf,8.49,general,Ki,=
4oq6,5.48,general,IC50,=
2zcs,8.22,general,Ki,=
3lpj,6.92,general,IC50,=
4ih6,4.74,general,Kd,=
4phu,7.92,general,Kd,=
3u3z,5.36,general,Kd,=
2ow6,2.70,general,IC50,=
3u4w,8.40,general,IC50,<
1o36,5.96,general,Ki,=
3nu5,8.35,general,Ki,=
4ny3,4.31,general,Kd,=
2wd1,7.09,general,IC50,=
2r59,8.19,general,Ki,=
3ocb,8.30,general,IC50,=
4hws,9.10,general,Ki,=
4x6s,5.24,general,Kd,=
1xp9,8.89,general,IC50,=
3unj,4.96,general,IC50,=
3lnz,9.31,general,Kd,=
4qjp,8.60,general,Kd,=
1xog,6.39,general,IC50,=
2ggx,3.49,general,IC50,=
2toh,4.15,general,Ki,=
1py5,7.29,general,IC50,=
3po6,7.06,general,Ki,=
2jdh,6.51,general,Kd,=
2ay3,3.55,general,Kd,=
4l7b,5.64,general,IC50,=
3i5n,7.85,general,IC50,=
1m13,7.57,general,Kd,=
3r6g,7.60,general,IC50,=
2nxd,5.66,general,Kd,=
4f7n,7.10,general,Kd,=
4g16,6.85,general,IC50,=
2f14,9.19,general,Kd,=
2w17,8.70,general,IC50,=
4bf6,8.35,general,Ki,=
1g3e,5.38,general,Ki,=
4ln7,7.39,general,IC50,=
2iuz,5.55,general,Ki,=
1gj8,6.96,general,Ki,=
1ai6,3.97,general,Ki,=
4msg,10.00,general,IC50,=
1b51,7.37,general,Kd,=
3ffp,7.14,general,Ki,=
1g2a,8.00,general,IC50,=
3frg,8.40,general,IC50,=
4htp,5.62,general,Kd,=
4ly1,7.26,general,Kd,=
4um1,5.77,general,Ki,=
2wbb,6.04,general,IC50,=
3w1f,8.44,general,IC50,=
1jyc,4.34,general,Kd,=
5al4,6.52,general,IC50,=
2qwf,5.67,general,Ki,=
3ik3,8.70,general,IC50,=
3e92,8.00,general,Ki,=
4a6w,5.72,general,IC50,=
1l83,3.40,general,Kd,=
3uda,5.01,general,Kd,=
3h2a,3.96,general,IC50,=
2q8g,7.06,general,IC50,=
2g96,4.28,general,Kd,=
2h6b,5.39,general,Kd,=
2yel,7.28,general,Kd,=
2ay2,1.88,general,Kd,=
2qoe,7.60,general,IC50,=
3n2v,7.51,general,Ki,=
3s53,9.64,general,Ki,=
2w0d,8.70,general,IC50,=
3et7,7.77,general,IC50,=
3rm4,5.77,general,Kd,=
3ed0,6.35,general,Kd,=
4msl,6.15,general,Kd,=
3i7e,10.85,general,Ki,=
3bar,5.70,general,Ki,=
4b77,5.10,general,IC50,=
2whp,4.00,general,Kd,=
1g2m,7.40,general,Ki,=
4nzn,6.38,general,IC50,=
5tln,6.37,general,Ki,=
1mxu,5.40,general,IC50,=
2xa4,8.52,general,IC50,=
1w5y,8.48,general,Ki,=
4y59,5.24,general,Kd,=
